,URL,CATEGORY,content and summary
104456,http://www.khaleejtimes.com/kt-article-display-1.asp\?xfile=data/nationhealth/2014/April/nationhealth_April28.xml&amp;section=nationhealth,health,"['The ministry has taken swift action to prevent the spread of the virus in the hospital and shifted the infected workers to an isolated quarantine.\n\nThe Mers-Coronavirus has claimed another victim in the UAE and five others have been quarantined in Al Ain. All victims, according to the Ministry of Interior, are Filipinos.\n\nThe ages of the quarantined victims are not known. The deceased was an ambulance paramedic who worked for the ministry.\n\nThe Interior Ministry said a routine check-up showed that the five paramedics were infected. Patients treated by the paramedics have been contacted by the ministry for precautionary tests.\n\n“The ministry has taken swift action to prevent the spread of the virus in the hospital and shifted the infected workers to an isolated quarantine,” said the ministry in a statement. Residents, private and government establishments have been asked to carry out regular medical check-ups of employees.\n\n“The ministry, along with health authorities, will continue its awareness campaign to protect people from all kinds of viral diseases like Mers (Middle East Respiratory Syndrome). We have already launched an awareness campaign and appeal to the general public to be part of it,” the ministry statement added. The ministry promised to have transparency in all news related to safety and security of the community. The latest fatality follows the death of a 64-year-old UAE national in Abu Dhabi from the virus on March 30.\n\nnews@khaleejtimes.com\n\nShare\n\n\n\n\n\nMore >\n\n\n\n\n\n\n\nVote\n\n', 'The ministry has taken swift action to prevent the spread of the virus in the hospital and shifted the infected workers to an isolated quarantine.\nThe Mers-Coronavirus has claimed another victim in the UAE and five others have been quarantined in Al Ain.\n“The ministry has taken swift action to prevent the spread of the virus in the hospital and shifted the infected workers to an isolated quarantine,” said the ministry in a statement.\nWe have already launched an awareness campaign and appeal to the general public to be part of it,” the ministry statement added.\nThe latest fatality follows the death of a 64-year-old UAE national in Abu Dhabi from the virus on March 30.news@khaleejtimes.comShareMore >Vote']"
104457,http://www.omantribune.com/index.php\?page=news&amp;id=165412&amp;heading=Middle%20East,health,
104458,http://www.theglobaldispatch.com/six-filipino-paramedics-contract-mers-cov-working-in-uae-one-dies-99174/,health,"['The United Arab Emirates (UAE) Ministry of Interior has reported a cluster of six cases of Middle East respiratory syndrome coronavirus (MERS-CoV) in six Filipino paramedics that were working for the Al Ain Rescue and Ambulance Section in the city of Al Ain.\n\nA release from the Abu Dhabi Police today reports that one of the Pinoy health workers succumbed to the novel coronavirus. The ministry said the surviving paramedics have been placed in isolation and that health officials are tracing patients transported to hospitals by the ambulance company to see if there are any other MERS-CoV infections.\n\nThe ministry announced that it has taken all necessary preventive health measures by placing the patients under quarantine. “The ministry has also been in touch with community members who have been transferred lately to hospitals to check on their health condition by precaution,” they state.\n\nThe number of MERS-CoV in the UAE is now at 27. According to the World Health Organization, globally there has been a total of 212 laboratory-confirmed cases of infection with MERS-CoV, including 88 deaths. For more infectious disease news and information, visit and “like” the Infectious Disease News Facebook page.\n\n\n\n', 'The United Arab Emirates (UAE) Ministry of Interior has reported a cluster of six cases of Middle East respiratory syndrome coronavirus (MERS-CoV) in six Filipino paramedics that were working for the Al Ain Rescue and Ambulance Section in the city of Al Ain.\nA release from the Abu Dhabi Police today reports that one of the Pinoy health workers succumbed to the novel coronavirus.\nThe number of MERS-CoV in the UAE is now at 27.\nAccording to the World Health Organization, globally there has been a total of 212 laboratory-confirmed cases of infection with MERS-CoV, including 88 deaths.\nFor more infectious disease news and information, visit and “like” the Infectious Disease News Facebook page.']"
104459,http://www.rttnews.com/2301092/human-infection-with-mers-coronavirus-reported-in-jordan-who.aspx\?type=msgn&amp;SimRec=1,health,"['The United Nations World Health Organization (WHO) said Friday the ministry of Jordan has informed it of an additional laboratory-confirmed case of human infection with Middle East respiratory syndrome coronavirus (MERS-CoV).\n\nThe patient is a 52 year-old man with underlying medical conditions and had visited Saudi Arabia from March 20 to 29. He took ill on March 25 and visited a hospital in Jeddah. He returned to Jordan on March 29 and visited a hospital in Amman on the same day and on April 2.\n\nThe patient is currently in a stable condition. WHO said the authorities in Jordan are in contact with the concerned officials in Saudi Arabia to follow up on all close contacts of the case.\n\nFrom September 2012 to date, WHO has been informed of a total of 212 laboratory-confirmed cases of infection with MERS-CoV globally, including 88 deaths.\n\nBased on the current situation and available information, WHO urged all Member-States to continue their surveillance for Severe Acute Respiratory Infections (SARI) and carefully review any unusual patterns. WHO stressed that recent travelers returning from the Middle East who develop SARI should be tested for MERS-CoV as advised in the current surveillance recommendations.\n\nCoronaviruses are a family of viruses that can cause a range of ailments from the common cold to severe acute respiratory syndrome (SARS), which became an epidemic in 2003. The virus could be transmitted between people in close and prolonged contact. The sources of infection for the new coronavirus are still unclear.\n\nThe deadly Novel Coronavirus (NCoV) strain, recently renamed MERS-CoV, reflects the fact that most of the reported cases are from that region, mainly Saudi Arabia.\n\n\n\nNevertheless, France, Germany, Italy, Tunisia and the United Kingdom have also reported laboratory-confirmed cases of MERS-CoV infections. Those patients were either transferred there for care of the disease or returned from the Middle East and subsequently became ill.\n\nFor comments and feedback contact: editorial@rttnews.com\n\nMarket Analysis', 'The United Nations World Health Organization (WHO) said Friday the ministry of Jordan has informed it of an additional laboratory-confirmed case of human infection with Middle East respiratory syndrome coronavirus (MERS-CoV).\nThe patient is a 52 year-old man with underlying medical conditions and had visited Saudi Arabia from March 20 to 29.\nHe returned to Jordan on March 29 and visited a hospital in Amman on the same day and on April 2.\nNevertheless, France, Germany, Italy, Tunisia and the United Kingdom have also reported laboratory-confirmed cases of MERS-CoV infections.\nThose patients were either transferred there for care of the disease or returned from the Middle East and subsequently became ill.For comments and feedback contact: editorial@rttnews.comMarket Analysis']"
104460,http://www.cidrap.umn.edu/news-perspective/2014/04/mers-sickens-uae-paramedics-jordanian-more-saudis,health,"['The United Arab Emirates (UAE) today announced a cluster of Middle East respiratory syndrome coronavirus (MERS-CoV) cases in six Filipino paramedics, killing one of them, while the World Health Organization (WHO) announced an infection in a Jordanian man who had recently traveled to Saudi Arabia.\n\nAlso, late today Saudi Arabia\'s health ministry reported three more MERS-CoV cases from Jeddah, one of them fatal. The two survivors are both healthcare workers, according to a machine-translated statement that originally appeared in Arabic.\n\nThe paramedics worked for the same ambulance section in the city of Al Ain, according to a statement today from the UAE\'s interior ministry. It said the infections were detected during periodic medical exams.\n\nThe ministry said the surviving paramedics have been placed in isolation and that health officials are tracing patients transported to hospitals by the ambulance company to see if there are any other MERS-CoV infections.\n\nUAE\'s six new infections boost its number of MERS-CoV cases to 27.\n\nNews of more health workers sickened by the virus stokes more concerns about their safety and questions about how the virus is spreading in medical settings. The infections in the paramedics occurred as Saudi Arabia battles a cluster of MERS-CoV infections in Jeddah, which led one of the hospitals to temporarily shutter its emergency department this week.\n\nJordanian case\n\nJordan\'s health ministry notified the WHO of its latest case on Apr 9, which involves a 52-year-old man with underlying medical conditions who visited Saudi Arabia between Mar 20 and Mar 29, according to a WHO statement today.\n\nHe got sick on Mar 25 and visited a hospital in Jeddah, then returned to Jordan on Mar 29, where he visited a hospital in Amman the same day and returned on Apr 2. He is listed in stable condition.\n\nThe patient is Jordan\'s fifth MERS case-patient.\n\nCluster in Jeddah\n\nSaudi Arabia\'s new cases include a 45-year-old resident of Jeddah who died of his or her illness, a 28-year-old health worker, and a 25-year-old health worker, according to the health ministry statement. The new cases bring the Saudi MERS-CoV count to 185, including 68 deaths.\n\nThe new cases add to a rash of Saudi Arabian MERS-CoV infections reported over the past week, and, like the ones announced today, some of the patients have been health workers in Jeddah. The cluster of infections in Jeddah prompted King Fahd Hospital to close its emergency department for 24 hours so that it could be disinfected, according to earlier reports.\n\nEarlier translated health ministry statements said 11 cases had recently been confirmed in Jeddah, while media reports said as many as 15 illnesses could be linked to King Fahd Hospital, including infections in three doctors and four nurses.\n\nThe WHO said since September 2012 it has received reports of 212 lab-confirmed MERS-CoV infections, 88 of them fatal. It repeated its advice to health facilities, urging them to take appropriate measures to the spread of the virus. Because it\'s not always possible to identify MERS-CoV patients early, health workers should apply standard precautions at all times with all patients, the WHO added.\n\nDispute over camels\n\nIn other developments, Saudi Arabia\'s agriculture minister is disputing the possible role of camels in the spread of MERS-CoV, according to Arabic media reports translated and posted by Avian Flu Diary, an infectious disease and preparedness news blog.\n\nIn a Mar 27 summary of cases and scientific reports, the WHO said camels appear to be the main source of the virus, but it\'s not clear how the virus is jumping from animals to people.\n\nIn addition, two genetic sequencing studies of viruses from camels found high similarity to MERS-CoV viruses that have infected people. Another study in camels and other livestock in Saudi Arabia found evidence of the virus in camels, but not goats and sheep.\n\nA spokesman from the agriculture ministry Jaber Al-Shehri was quoted in two media sources as saying the transmission of the virus from camels to people has not been documented and that the treatment and eradication of MERS-CoV is the responsibility of the country\'s health ministry.\n\nSee also:\n\nApr 11 UAE interior ministry statement\n\nApr 11 WHO statement on Jordan case\n\nApr 11 Saudi Arabia health ministry statement\n\nApr 8 CIDRAP News story ""Saudi hospital MERS cases prompt temporary ER closure""\n\nApr 11 Avian Flu Diary post\n\nMar 28 CIDRAP News story ""WHO sees camels as MERS source, but route uncertain""', ""Also, late today Saudi Arabia's health ministry reported three more MERS-CoV cases from Jeddah, one of them fatal.\nUAE's six new infections boost its number of MERS-CoV cases to 27.\nThe new cases bring the Saudi MERS-CoV count to 185, including 68 deaths.\nThe WHO said since September 2012 it has received reports of 212 lab-confirmed MERS-CoV infections, 88 of them fatal.\nAnother study in camels and other livestock in Saudi Arabia found evidence of the virus in camels, but not goats and sheep.""]"
104461,http://www.greenfieldreporter.com/view/story/b79073f046b945428d4c0071bde81f24/ML--Emirates-Virus,health,
104462,http://www.arabianbusiness.com/uae-based-paramedic-dies-after-contracting-mers-virus-546142.html,health,"['Filipino health worker succumbs to illness while five other paramedics are quarantined\n\nA Filipino ambulance paramedic who works for the UAE Interior Ministry has died after contracting the MERS coronavirus.\n\nThe ministry also announced that five others, also Filipinos, have been infected with the virus, news agency WAM reported.\n\nOfficials said in a statement that the five paramedics were found to be infected with the virus after a routine check-up.\n\nThey have been placed in quarantine and the ministry has contacted the people who were treated by the paramedics so they can undergo a precautionary check.\n\nThe latest MERS death in the UAE comes just days after the emergency unit at King Fahad Hospital in the Saudi city of Jeddah was closed as a precautionary measure amid reports that several people had fallen ill with the virus.\n\nMERS is believed to have originated in Saudi Arabia, where the first case was detected in April 2012.\n\nOn Tuesday, health chiefs in Abu Dhabi confirmed a new case of MERS-Coronavirus.\n\nHealth Authority-Abu Dhabi (HAAD) said in a statement that a 59-year-old male resident, known to have diabetes and final stage renal failure and currently on dialysis, complained of respiratory symptoms and was admitted and diagnosed with the illness.\n\nFor all the latest health tips & news from the UAE and Gulf countries, follow us on Twitter and Linkedin , like us on Facebook and subscribe to our YouTube page, which is updated daily.', 'Filipino health worker succumbs to illness while five other paramedics are quarantinedA Filipino ambulance paramedic who works for the UAE Interior Ministry has died after contracting the MERS coronavirus.\nThe ministry also announced that five others, also Filipinos, have been infected with the virus, news agency WAM reported.\nOfficials said in a statement that the five paramedics were found to be infected with the virus after a routine check-up.\nMERS is believed to have originated in Saudi Arabia, where the first case was detected in April 2012.\nFor all the latest health tips & news from the UAE and Gulf countries, follow us on Twitter and Linkedin , like us on Facebook and subscribe to our YouTube page, which is updated daily.']"
104463,http://www.thenational.ae/uae/health/filipino-paramedic-in-uae-dies-from-mers-as-five-colleageus-also-infected,health,
104464,http://www.bna.bh/portal/en/news/613244,health,
104465,http://www.globalpost.com/dispatch/news/regions/middle-east/140411/foreign-health-worker-died-mers-and-five-others-were-infect,health,
104466,http://gulfnews.com/news/gulf/uae/health/mers-patients-moved-to-isolation-ward-1.1318089,health,"['Abu Dhabi: Five paramedics who worked for the Ministry of Interior (MoI) are in an isolation ward under strict quarantine following the death of a sixth co-worker, the ministry said.\n\nThe ministry confirmed on Friday that six of its medical workers contracted the Middle East Respiratory Coronavirus (Mers-CoV) and that the ministry was moving quickly to keep the patients contained for observation and treatment.\n\nThe patients are all from the Philippines, and are aged below 40 years. They work with the MoI in Al Ain, and were diagnosed after a routine medical check up.\n\nIt is still not known how the paramedics got infected, but it is likely that they were dealing with elderly patients, a source at the UAE Ministry of Health’s (MoH) Infection Control Committee told Gulf News. The majority of Mers infections in the UAE have occurred among elderly, chronically-ill people.\n\nThe announcement was made in order to ensure transparency and keep residents informed, the MoI announced on its Twitter page. It added that people who were recently in contact with the paramedics have also been reached to ensure that they are healthy.\n\nThe World Health Organisation (WHO), as well as the Philippines Embassy, has been informed about the latest cases, the MoH source said.\n\nAs of the latest update released by the WHO on Thursday, 211 people worldwide have been infected by Mers-CoV since September 2012, and 88 patients have succumbed to the disease. This count does not, however, include the Filipino paramedics.\n\nHealth experts have said that the transmission of the virus, which has a 40 to 50 per cent mortality rate, is still limited. But the WHO urges healthcare workers to take strict precautions.\n\n“Health-care workers should be educated, trained and refreshed with skills on infection prevention and control. It is not always possible to identify patients with Mers-CoV easily because some have mild or unusual symptoms.\n\n“For this reason, it is important that workers apply standards [and] precautions consistently with all patients — regardless of their diagnosis — in all work practices all the time,” the WHO’s disease outbreak report states.\n\nThe organisation recommends that medical professionals guard against droplets when caring for all patients displaying symptoms of acute respiratory infection, and wear contact and eye protection when treating a probable or confirmed case of Mers-CoV infection.\n\n“Patients should be managed as potentially infected when the clinical and epidemiological clues strongly suggest MERS-CoV, even if an initial test is negative,” the WHO report adds.\n\nIn July last year, four medical professionals from two hospitals in Abu Dhabi were infected by Mers after they took care of another patient with the disease. They were all below 40, and two of them did not develop symptoms of the illness. The other two patients had mild respiratory symptoms and were soon declared to be in stable condition.\n\nThe Mers death and quarantine in the UAE comes three days after the emergency unit at King Fahad Hospital in the Saudi Red Sea city of Jeddah was shuttered as a precautionary measure amid reports that several people fell ill with Mers.\n\nEarlier this week, Saudi health authorities reported the deaths of two men and four new cases of Mers, bringing the death toll from the respiratory disease in the worst-hit country to 66.\n\nAt least 11 medical staff have been reported to have contracted the virus, a spokesperson at the King Fahad hospital said.', 'Abu Dhabi: Five paramedics who worked for the Ministry of Interior (MoI) are in an isolation ward under strict quarantine following the death of a sixth co-worker, the ministry said.\nThe majority of Mers infections in the UAE have occurred among elderly, chronically-ill people.\nIt is not always possible to identify patients with Mers-CoV easily because some have mild or unusual symptoms.\nThe other two patients had mild respiratory symptoms and were soon declared to be in stable condition.\nEarlier this week, Saudi health authorities reported the deaths of two men and four new cases of Mers, bringing the death toll from the respiratory disease in the worst-hit country to 66.']"
104467,http://www.solarnews.ph/lifestyle/health/2014/04/11/filipino-health-worker-dies-five-others-infected-with-mers-in-uae---agency,health,
