,URL,CATEGORY,content and summary
37259,http://www.livescience.com/44303-ebola-outbreak-in-guinea.html,health,"['An Ebola outbreak has killed up to 59 people in Africa.\n\nThe outbreak, which has been going on in the southeastern region of Guinea since February, has infected at least 80 people so far, and may have spread to neighboring Sierra Leone, according to the government.The World Health Organization is sending a team to do additional testing, as well as sending more than 30 tons of medical supplies, including isolation chambers and medicine for treating fever, Reuters reported.\n\nEbola is a hemorrhagic virus that spreads through bodily fluids and can cause high fevers, diarrhea, vomiting, and internal and external bleeding. There is no vaccine or cure for the virus and it can be fatal up to 90 percent of the time, according to the National Institutes of Health. Animals are thought to be the natural hosts for the disease, which has been transmitted to humans via chimpanzees, gorillas and monkeys.\n\nFollow Tia Ghose on Twitter and Google+. Follow Live Science @livescience, Facebook & Google+.', 'An Ebola outbreak has killed up to 59 people in Africa.\nEbola is a hemorrhagic virus that spreads through bodily fluids and can cause high fevers, diarrhea, vomiting, and internal and external bleeding.\nThere is no vaccine or cure for the virus and it can be fatal up to 90 percent of the time, according to the National Institutes of Health.\nAnimals are thought to be the natural hosts for the disease, which has been transmitted to humans via chimpanzees, gorillas and monkeys.\nFollow Tia Ghose on Twitter and Google+.']"
37260,http://www.abc-7.com/story/25046495/maria-sharapova-advances-at-sony-open,health,
37261,http://tvnz.co.nz/world-news/29-dead-ebola-virus-in-guinea-5871588,health,
37262,http://www.omantribune.com/index.php\?page=news&amp;id=164185&amp;heading=Top%20News,health,
37263,http://www.newstalkzb.co.nz/auckland/news/nbint/544825137-ebola-virus-resurfaces-in-africa,health,
37264,http://www.globalpost.com/dispatch/news/afp/140322/ebola-profile-prolific-killer,health,
37265,http://triblive.com/usworld/world/5815715-74/guinea-disease-ebola,health,"[""TribLIVE's Daily and Weekly email newsletters deliver the news you want and information you need, right to your inbox.\n\n• There is no treatment or vaccine available.\n\n• Outbreaks, which have been restricted to Africa, have a fatality rate of up to 90 percent.\n\n• The virus is transmitted to people from wild animals and spreads in the human population through close contact with bodily fluids.\n\n• Symptoms include sudden onset of fever, intense weakness, muscle pain and, in some cases, both internal and external bleeding.\n\nCONAKRY, Guinea — Guinea has received confirmation, its government said on Saturday, that a mysterious disease that has killed up to 59 people in the West African country is one of the deadliest viral diseases known to humankind — Ebola.\n\nCases of the hemorrhagic fever, which has a fatality rate of up to 90 percent, have been registered in three southeastern towns and in the capital Conakry since Feb. 9. It is the first time the disease has been recorded in Guinea.\n\n“We got the first results from (France) … which informed us of the presence of the Ebola virus as the cause of this outbreak,” said Sakoba Keita, chief disease prevention officer at the Guinean health ministry.\n\nGuinea health officials have registered 80 suspected cases of the disease, including 59 deaths.\n\nThe outbreak of Ebola may have spread to neighboring Sierra Leone.\n\nWorld Health Organization officials said that cases showing similar symptoms, including diarrhea, vomiting and bleeding, had been reported in an area of Sierra Leone near the border with Guinea.\n\nSierra Leone's chief medical officer, Dr. Brima Kargbo, said authorities were investigating the case of a 14-year-old boy who had traveled to Guinea to attend the funeral of one of the outbreak's first victims.\n\nDoctors Without Borders, the international medical charity, announced it was flying in 33 tons of medicines and equipment in response to the epidemic. It will set up isolation units in the three affected towns in Guinea.\n\n“These structures are essential to prevent the spread of the disease, which is highly contagious,” Dr. Esther Sterk said.\n\n\n\n\n\n\n\n\n\n\n\n"", '• Outbreaks, which have been restricted to Africa, have a fatality rate of up to 90 percent.\nCONAKRY, Guinea — Guinea has received confirmation, its government said on Saturday, that a mysterious disease that has killed up to 59 people in the West African country is one of the deadliest viral diseases known to humankind — Ebola.\nGuinea health officials have registered 80 suspected cases of the disease, including 59 deaths.\nIt will set up isolation units in the three affected towns in Guinea.\n“These structures are essential to prevent the spread of the disease, which is highly contagious,” Dr. Esther Sterk said.']"
37266,http://www.radionz.co.nz/news/world/239591/ebola-virus-strikes-guinea,health,"['A highly contagious fever raging through southern Guinea has been identified by French scientists as the killer Ebola virus.\n\nPhoto: AFP\n\nScores of cases have been recorded since the outbreak began early last month, the BBC reports.\n\nIt is believed to be first time the haemorrhagic illness has been recorded in Guinea. Recent years have seen outbreaks in Uganda and Democratic Republic of Congo.\n\nThere is no known cure or vaccine for the highly contagious virus, whose symptoms include internal and external bleeding, diarrhoea and vomiting.\n\nOutbreaks of Ebola occur primarily in remote villages in Central and West Africa, near tropical rainforests, the World Health Organization says.\n\n""The Ebola fever epidemic raging in southern Guinea since 9 February has left at least 59 dead out of 80 cases identified by our services on the ground,"" Guinean health ministry official Sakoba Keita told AFP.\n\n""We are overwhelmed in the field, we are fighting against this epidemic with all the means we have at our disposal with the help of our partners but it is difficult.""\n\nThe virus is spread by close personal contact with people who are infected and kills between 25 percent and 90 percent of victims.', 'A highly contagious fever raging through southern Guinea has been identified by French scientists as the killer Ebola virus.\nIt is believed to be first time the haemorrhagic illness has been recorded in Guinea.\nThere is no known cure or vaccine for the highly contagious virus, whose symptoms include internal and external bleeding, diarrhoea and vomiting.\nOutbreaks of Ebola occur primarily in remote villages in Central and West Africa, near tropical rainforests, the World Health Organization says.\n""The Ebola fever epidemic raging in southern Guinea since 9 February has left at least 59 dead out of 80 cases identified by our services on the ground,"" Guinean health ministry official Sakoba Keita told AFP.']"
37267,http://www.theglobaldispatch.com/ebola-confirmed-as-cause-of-deadly-outbreak-in-guinea-29328/,health,"['In a follow-up to a report earlier this week of a “mystery disease” in the west African nation of Guinea is a mystery no more- the country has confirmed the etiologic agent causing the hemorrhagic fever as Ebola, according to a Guineenews report today (computer translated).\n\nThe outbreak that began on February 9 has now killed at least 59 dead out of 80 cases (74 percent CFR) in southern Guinea, including the prefectures of Gueckedou and Macenta, according to Dr. Sakoba Keita, the doctor in charge of the prevention of epidemics in Guinea’s Health Ministry.\n\nKeita had previously noted that Ebola has never been reported in Guinea.\n\nDoctors Without Borders (MSF) says it will be beefing up its health team in Guinea. MSF said it was sending around 33 tons of medicines and isolation, sanitation and protective equipment in two planes leaving from Belgium and France.\n\nAccording to the Guinea news source noted above (computer translated):\n\nResponse to the epidemic, the Ministry of Health said to have taken adequate measures. Among these, free treatment for all patients in the isolation centers, exclusive accountability treatment of patients dying body health personnel and the Guinean Red Cross to limit contamination. But also the identification of all persons who have had direct contact with the patients who died and those with signs of the disease. With these measures, the government is inviting people to remain calm . Populations are also asked to report any suspected cases to the nearest health authorities, as well as the practice of individual and collective hygiene measures.\n\nEbola hemorrhagic fever was first recognized in 1976 and was named after a river in the Congo. Itreceived a lot of popular attention thanks to the best-seller, “The Hot Zone”.\n\nInfections with Ebola virus are acute. There is nocarrier state. Because the natural reservoir of the virus is unknown, the manner in which the virus first appears in a human at the start of an outbreak has not been determined.\n\nPeople can be exposed to Ebola virus from direct contact with the blood and/or secretions of an infected person. Thus, the virus is often spread through families and friends because they come in close contact with such secretions when caring for infected persons. People can also be exposed to Ebola virus through contact with objects, such as needles, that have been contaminated with infected secretions.\n\nThe incubation period for Ebola HF ranges from 2 to 21 days. The onset of illness is abrupt and is characterized by fever, headache, joint and muscle aches, sore throat, and weakness, followed by diarrhea, vomiting, and stomach pain. A rash, red eyes, hiccups and internal and external bleeding may be seen in some patients.\n\nThe death rate for Ebola HF can be up to 90%. There is no standard treatment for Ebola HF.\n\nFor more infectious disease news and information, visit and “like” the Infectious Disease News Facebook page and the Outbreak News This Week Radio Show page.', 'Keita had previously noted that Ebola has never been reported in Guinea.\nDoctors Without Borders (MSF) says it will be beefing up its health team in Guinea.\nInfections with Ebola virus are acute.\nPeople can be exposed to Ebola virus from direct contact with the blood and/or secretions of an infected person.\nPeople can also be exposed to Ebola virus through contact with objects, such as needles, that have been contaminated with infected secretions.']"
37268,http://www.channelnewsasia.com/news/world/guinea-raises-ebola-death/1045242.html,health,
37269,http://www.scmp.com/news/world/article/1455166/guinea-confirms-epidemic-has-killed-34-deadly-ebola-virus,health,
37270,http://www.huffingtonpost.com/2014/03/22/ebola-guinea_n_5014500.html,health,"['* Marks first recorded outbreak in humans in West Africa\n\n* Ebola kills up to 90 percent of those infected (Raises death toll)\n\nBy Saliou Samb\n\nCONAKRY, March 22 (Reuters) - Guinea has received confirmation that a mysterious disease that has killed up to 59 people in the West African country, and may have spread to neighbouring Sierra Leone, is the haemorrhagic fever Ebola, the government said on Saturday.\n\nCases of the disease - among the most virulent pathogens known to infect humans, with a fatality rate of up to 90 percent - have been registered in three southeastern towns and in the capital Conakry since Feb. 9. It has never before been recorded in Guinea.\n\n""It is indeed Ebola fever. A laboratory in Lyon (France) confirmed the information,"" Damantang Albert Camara told Reuters.\n\nSix of the 12 samples sent for analysis tested positive for Ebola, Dr. Sakoba Keita, who heads the epidemics prevention division at Guinea\'s health ministry, told Reuters.\n\nHe added that health officials had registered 80 suspected cases of the disease, including 59 deaths.\n\n""But you have to understand that not all the cases are necessarily due to Ebola fever. Some will have other origins, including a form of severe dysentery,"" Keita said.\n\nWorld Health Organisation (WHO) officials said that cases showing similar symptoms, including fever, diarrhoea, vomiting and bleeding, had also been reported in an area of Sierra Leone near the border with Guinea.\n\nSierra Leone\'s chief medical officer, Dr. Brima Kargbo, said authorities were investigating the case of a 14-year-old boy who died in the town of Buedu in the eastern Kailahun District.\n\nThe boy had travelled to Guinea to attend the funeral of one of the outbreak\'s earlier victims.\n\nKargbo said a medical team had been sent to Buedu to test those who came into contact with the boy before his death.\n\n""HIGHLY CONTAGIOUS""\n\nThe international medical charity Medecins Sans Frontieres (MSF) announced on Saturday it was reinforcing its medical and logistics teams in Guinea in response to the epidemic.\n\nIt is also flying in 33 tonnes of medicines and equipment and is setting up isolation units in the three affected towns in Guinea.\n\n""These structures are essential to prevent the spread of the disease, which is highly contagious,"" Dr. Esther Sterk, MSF\'s tropical medicine adviser, said in a statement. ""Specialised staff are providing care to patients showing signs of infection.""\n\nEbola is introduced into the human population through close contact with infected animals including chimpanzees, gorillas, fruit bats, monkeys, forest antelope and porcupines, according to the WHO.\n\nThe disease, which is transmitted between humans through contact with organs, blood, secretions, or other bodily fluids, is most commonly found in the Democratic Republic of Congo, Uganda, South Sudan and Gabon.\n\nThough no epidemics of the disease have been recorded among humans in West Africa, a variety of Ebola infected a colony of chimpanzees in Ivory Coast\'s Tai National Park, near the country\'s border with Liberia, in 1994.\n\nA Swiss scientist, who performed an autopsy on one of the infected animals, contracted the disease but later recovered. (Additional reporting by Umaru Fofana in Freetown; Writing by Joe Bavier; Editing by Kevin Liffey and Eric Walsh)', '""It is indeed Ebola fever.\nHe added that health officials had registered 80 suspected cases of the disease, including 59 deaths.\n""But you have to understand that not all the cases are necessarily due to Ebola fever.\nWorld Health Organisation (WHO) officials said that cases showing similar symptoms, including fever, diarrhoea, vomiting and bleeding, had also been reported in an area of Sierra Leone near the border with Guinea.\nA Swiss scientist, who performed an autopsy on one of the infected animals, contracted the disease but later recovered.']"
37271,http://www.pasadenastarnews.com/health/20140322/guinea-29-dead-from-viral-hemorrhagic-fever,health,"['CONAKRY, Guinea (AP) — Guinea’s ministry of health says that 49 people have been registered with viral hemorrhagic fever in the country’s south since February, and 29 of those people have since died.\n\nThe ministry said in a statement Friday that initial studies confirm the presence of a virus in Gueckedou, Macenta, Kissidougou and Conakry, though it hasn’t yet been specifically identified. The ministry has asked people to report any suspected cases.\n\nDoctors Without Borders says it has launched an emergency response to the outbreak in southern Guinea and is helping to set up isolation units.\n\nThe organization says that “viral hemorrhagic fever of filovirus type is a rare but severe and often fatal disease that spreads rapidly through direct contact with infected people or animals,” and is transmitted by blood and body fluids.', 'CONAKRY, Guinea (AP) — Guinea’s ministry of health says that 49 people have been registered with viral hemorrhagic fever in the country’s south since February, and 29 of those people have since died.\nThe ministry said in a statement Friday that initial studies confirm the presence of a virus in Gueckedou, Macenta, Kissidougou and Conakry, though it hasn’t yet been specifically identified.\nThe ministry has asked people to report any suspected cases.\nDoctors Without Borders says it has launched an emergency response to the outbreak in southern Guinea and is helping to set up isolation units.\nThe organization says that “viral hemorrhagic fever of filovirus type is a rare but severe and often fatal disease that spreads rapidly through direct contact with infected people or animals,” and is transmitted by blood and body fluids.']"
37272,http://www.postbulletin.com/sports/national/college/mercer-ut-upsets-highlight-day-in-raleigh/article_a6034bba-07dd-50e4-b238-78b33f301994.html,health,
37273,http://jezebel.com/woman-has-heart-attack-while-getting-wisdom-teeth-out-1550007255,health,"['I\'ve heard some pretty harrowing wisdom teeth tales, but this is terrifying. A 23-year-old mother of two, identified as Kristen Tavares, went to the dentist to get all four wisdom teeth taken out. At some point during the procedure, Tavares suffered a heart attack. According to Tavares\' boyfriend Chauncey Prudencio, """"She went into cardiac arrest and they had to use a defibrillator and shocked her, stunned her heart.""\n\nShe was then flown to Maui Medical Center, where she remains unresponsive and on life support. The surgery was performed by Dr. John Stover, a medical doctor and cosmetic surgeon. The doctor, who has had four complaints lodged against him ranging from malpractice to not using professional conduct, has not commented on the situation which is not currently being investigated.\n\nAdvertisement\n\nThis is particularly sad in light of the dental-related death of three-year-old Finley Boyle in January. Ugh, what is going on?\n\n', 'I\'ve heard some pretty harrowing wisdom teeth tales, but this is terrifying.\nA 23-year-old mother of two, identified as Kristen Tavares, went to the dentist to get all four wisdom teeth taken out.\nAt some point during the procedure, Tavares suffered a heart attack.\nAccording to Tavares\' boyfriend Chauncey Prudencio, """"She went into cardiac arrest and they had to use a defibrillator and shocked her, stunned her heart.""\nThe surgery was performed by Dr. John Stover, a medical doctor and cosmetic surgeon.']"
